Unnamed: 0,content,annotation,label
2046,i mean damn don can you get back to ya own brother?!?!?,"{'notes': '', 'label': ['1']}",1
19718,  Yes  bhut I think luck is blessing from God actually! in my opinioN!,"{'notes': '', 'label': ['0']}",0
8716,Thanks :-) I'm doing my best  fuck this wind! It's been fun watching people slip on the ice though!,"{'notes': '', 'label': ['0']}",0
12568,next season on the hills... more drama. LOL i hate that show,"{'notes': '', 'label': ['0']}",0
17894, Have you ever had a poem or a song written about you?,"{'notes': '', 'label': ['0']}",0
6614,that's why I throw a hard ice grill at him...no words...get the ticket and get the fuck out cause I've never had luck,"{'notes': '', 'label': ['1']}",1
12971,Damn Karrine  they are trying to get at you bad  tonite.. whats with all these twaters!!,"{'notes': '', 'label': ['0']}",0
12961,I like programming...but i hate theoratical sujects...like computer architecture,"{'notes': '', 'label': ['0']}",0
12304,Sorry about  ur bank trouble  but all that talk about ur Curvy Ass has me way to distracted to get anything done today.,"{'notes': '', 'label': ['0']}",0
12705,I think it sucks people r discussing it more w/out anyone involved being present. God forbid anyone EVER asked any of us about it.,"{'notes': '', 'label': ['0']}",0
980,@nannon_x who the fuck is charles? yoooooooooouuuuuuuuuuuu,"{'notes': '', 'label': ['1']}",1
18800, What&;s your favourite comedy on the tv?,"{'notes': '', 'label': ['0']}",0
7405,WOW YOUR A BAD ASS... HAHA,"{'notes': '', 'label': ['1']}",1
458,Jerry IS Cowboy's problem. He won't hire real coach  'cuz then the credit wouldn't go to him. He's poster child for attn whore.,"{'notes': '', 'label': ['1']}",1
14086,they sure seem to LOVE you -- damn name droppers.,"{'notes': '', 'label': ['0']}",0
14941,  i wish i did.,"{'notes': '', 'label': ['0']}",0
5273,ha! Go fuck a chickhen!,"{'notes': '', 'label': ['1']}",1
5308,to get fat?,"{'notes': '', 'label': ['1']}",1
766,dont hate!,"{'notes': '', 'label': ['1']}",1
17508,  No. Being Atheist is someone who denies the existence of God. Period. And you asked my opinion so please don't argue my opinion about something I don't personally care about anyways. If you want to be athiest  then be it. If you don't  then don't. I don't care. r Its your life.,"{'notes': '', 'label': ['0']}",0
5441,yes i love the pillows  livejournal jrock rotations (get an lj  they're sick) and uhh fuck i dunno  twitter?? just the site,"{'notes': '', 'label': ['1']}",1
5563,If you stay home to twitter and have a martini on NYE does that make you a loser?  don't answer that...  I don't want to know,"{'notes': '', 'label': ['1']}",1
15748,  my sweet sixteen ring.,"{'notes': '', 'label': ['0']}",0
10525,Did you just call your mum a cunt? :O,"{'notes': '', 'label': ['0']}",0
14400, YO YO YO whaaa chuuu doooinnn guuurrrrrrlllll?????????,"{'notes': '', 'label': ['0']}",0
17130, Favorite brand of clothes?,"{'notes': '', 'label': ['0']}",0
11482,...fucking coded shit. I don&#8217;t watch old TV shows so I've only see the new Dr. Who  the stuff since the reboot. Loving David...,"{'notes': '', 'label': ['0']}",0
18677,  umm idk haha theres a lot of them that i say alot lol.,"{'notes': '', 'label': ['0']}",0
1973,So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,"{'notes': '', 'label': ['1']}",1
9617,much fun was had.  i'm fat and happy and will sleep well with images of movement and dave dancing in my head.  lol!,"{'notes': '', 'label': ['0']}",0
3993,i know you got some bama ass shit on your ipod somewhere... some Pastor Troy or something lol.,"{'notes': '', 'label': ['1']}",1
11485,Damn. I got bammed. Wonder how many @glark reads.,"{'notes': '', 'label': ['0']}",0
17167, Have u evr listened 2 a song repeatedly just b/c it reminded u of ur crush?,"{'notes': '', 'label': ['0']}",0
17819,  the Illuminati ;they can suck my dickk .,"{'notes': '', 'label': ['0']}",0
14296,  Good John John(:,"{'notes': '', 'label': ['0']}",0
5533,if u get a stye is it from seeing a dog shitting or fucking?  And what do I do with my fingers?  Consult H if u need to.,"{'notes': '', 'label': ['1']}",1
14626,  yes and it got all swollen and red and blahhh lol,"{'notes': '', 'label': ['0']}",0
8546,Oh damn Jodi.  Do you get to keep your healht insurance?,"{'notes': '', 'label': ['0']}",0
5627,gitu emo jaman dulu ya :D,"{'notes': '', 'label': ['1']}",1
19404, What&;s your favourite part of you on the outside and your favourite part on the inside?,"{'notes': '', 'label': ['0']}",0
8590,I really hate this ThunderHead IPA by Pyramid Breweries. Fucking skunk piss fo sho,"{'notes': '', 'label': ['0']}",0
10152,you and me both man...its not the destination thats in question its that damn journey...where is that pesky fast forward button?,"{'notes': '', 'label': ['0']}",0
14037,That sucks! I only have one test next week and no classes in between that.,"{'notes': '', 'label': ['0']}",0
2657, Youu need to answer your questions you gay ;),"{'notes': '', 'label': ['1']}",1
13910,i hope you kick his ass(the internet) stomp his crotch and smack'em,"{'notes': '', 'label': ['0']}",0
17322, Your gorgeous :),"{'notes': '', 'label': ['0']}",0
18204,  EMMA hahahahah :D I MISSSSSeddd YUHHHHh 222222 <33333,"{'notes': '', 'label': ['0']}",0
17140, Bright room or dark room?,"{'notes': '', 'label': ['0']}",0
4368,yet fear seems like a cop out too  i eat my words...Hate is ugly,"{'notes': '', 'label': ['1']}",1
16936, does any one say you look like a celebrity? if so who? do u think they&;re right?,"{'notes': '', 'label': ['0']}",0
15191, y0 d!(K !s$$$zz f3r0usi0s,"{'notes': '', 'label': ['0']}",0
8894,damn  im late as hell!,"{'notes': '', 'label': ['0']}",0
5383,no grown man should include DIP in his sentence....lol...I know I'm hatin but fuck it I'm lookin @ snow..lol,"{'notes': '', 'label': ['1']}",1
7919,if u hate shapes  how can you pull shapes?,"{'notes': '', 'label': ['0']}",0
8562,Sorry I take that back. You obviously just hate your daughter. My mistake.,"{'notes': '', 'label': ['0']}",0
15786,  ALL thee twilight books chuz she got some good mula baby!,"{'notes': '', 'label': ['0']}",0
5986,"I always respond to that use of gay by asking if the subject really is ""fag-o-licious"".","{'notes': '', 'label': ['1']}",1
15564,  yupz yupz hehe,"{'notes': '', 'label': ['0']}",0
10718,oh man. You would love(or hate) my bacon chocolate.,"{'notes': '', 'label': ['0']}",0
11662,we are fucking cursed we started 6-2 wtf it always happends,"{'notes': '', 'label': ['0']}",0
13401,I hate going outside.,"{'notes': '', 'label': ['0']}",0
13474,After our chat earlier this week  your tweet is a twerp. Thrive or Dive chick?,"{'notes': '', 'label': ['0']}",0
7116,I'm with you man. Here I am on Twitter at 20 to 6 in the morn  damn.,"{'notes': '', 'label': ['1']}",1
12383,I used to hate that about doing requests. It's one of the reasons I stopped. It's not that difficult to read and count! LOL.,"{'notes': '', 'label': ['0']}",0
12602,Game Junkie. I still want to play with you someday. I wish I knew some good games ):  /deadpoor You'd probably kick my ass  though.,"{'notes': '', 'label': ['0']}",0
19887, really. travis?,"{'notes': '', 'label': ['0']}",0
5658,The FA50 is a low key ultra here in ATL. It stands for Fat Ass 50K. Loop course  so you could do 25K...Half Ass.,"{'notes': '', 'label': ['1']}",1
7350,yeah I hate this bitch and I'm glad the chief killed that other dude!,"{'notes': '', 'label': ['1']}",1
1998,also let him know his Irish accent sucks in some of the podcasts,"{'notes': '', 'label': ['1']}",1
16066,  hmm ...my daddy :),"{'notes': '', 'label': ['0']}",0
16242,  No. I tend to feel a self-importance but it's certianly not fake. I don't believe so :],"{'notes': '', 'label': ['0']}",0
9453,"""background too damn busy"" I'd much rather c your ""Red Planet"" there - so incredibly eye catching  extraordinary  wild  gorgeous","{'notes': '', 'label': ['0']}",0
18527,  i like one of my friends,"{'notes': '', 'label': ['0']}",0
3663,18 fuckin children. damn....,"{'notes': '', 'label': ['1']}",1
89,they're not gross. U shaddup u fat ass HATER!!! & yes I made them for mark & my son.,"{'notes': '', 'label': ['1']}",1
3225,DAMN TJ  You getting called out in songs now??!!,"{'notes': '', 'label': ['1']}",1
6953,@DaveBenjamin I HATE THAT...,"{'notes': '', 'label': ['1']}",1
17089,  causes they can't have violence in the kids show. come on you knew that..hahah,"{'notes': '', 'label': ['0']}",0
13216,puppy is good. Knows where to piss and shit..,"{'notes': '', 'label': ['0']}",0
4315,& @lasandwich I hate calculus... :(,"{'notes': '', 'label': ['1']}",1
9023,Weekends in general work better for people you illiterate cockgobbling fuck.,"{'notes': '', 'label': ['0']}",0
18848,  rollerblading  painting  doodling  formspringing  eating  planting flowers  smiling  taking pictures  reading  drawing  writing always. :],"{'notes': '', 'label': ['0']}",0
12848,Shrinkage? Shrinkage? Hmm...so there's shrinkage in online retail? Damn  I though that only occurred after a cold shower;),"{'notes': '', 'label': ['0']}",0
15448, If you got arrested for murder  whom would you call with your telephone call from prison? And why?,"{'notes': '', 'label': ['0']}",0
19938, shan kinqst0n yo cuhz??? forrreal???,"{'notes': '', 'label': ['0']}",0
4969,damn.,"{'notes': '', 'label': ['1']}",1
7245,your first time? you'll soon be sick of the damn thing...,"{'notes': '', 'label': ['1']}",1
12832,I'm actually finishing cutting out all artificial sweeteners / diet soda for New Years. I'm going to be one. cranky. bitch.,"{'notes': '', 'label': ['0']}",0
16285, If you could choose to live on a different planet  which one would you choose?,"{'notes': '', 'label': ['0']}",0
13027,There such a pain in the ass when there gumed up arnt they? u_u The stupid thing is this isnt the first time Ive done that XD,"{'notes': '', 'label': ['0']}",0
12463,wish to fuck I was in Philly for what sounds like a bomb ass date.,"{'notes': '', 'label': ['0']}",0
6399,how so? It's more reasonable cause of the smaller age difference...plus Mikey's always sex deprived so he's a fucking animal.,"{'notes': '', 'label': ['1']}",1
13705,damn i was worried if you knew it was me,"{'notes': '', 'label': ['0']}",0
3699,And I want a mansion in the countryside  a motorcycle  two cars  wife  kid  dog and a big fat wallet that says bad motherfucker.,"{'notes': '', 'label': ['1']}",1
5141,you are a twitter/last.fm whore! :P,"{'notes': '', 'label': ['1']}",1
7772,Drupal sucks.,"{'notes': '', 'label': ['1']}",1
11259,I was being a retard that day I wasn't even thinkin I was too excited to go up .3 nothches in blackberrydom...lol,"{'notes': '', 'label': ['0']}",0
7492,I know there's a bottle of bourbon in that house. Hit that shit! Tap dat ass!,"{'notes': '', 'label': ['1']}",1
19482, Worst childhood memory?,"{'notes': '', 'label': ['0']}",0
3766,"Reminds me of another apt metaphor (Northerners say ""fuck you"" to mean ""how nice""; Southerners say ""how nice"" to mean ""fuck you"").","{'notes': '', 'label': ['1']}",1
14594,  Okay Im super glad you asked me this question  only because its a common misconception about hiccups. Your not supposed to hold your breath. The reason you have hiccups in the first place  is lack of oxygen. So the usual hold your breath till your face turns blue and still keep holding it  isn't what makes them go away. Its the deep breath you take after holding your breath :]r r So to relieve my hiccups  I hold my breath ;) haha only to take a bigger breath afterward.,"{'notes': '', 'label': ['0']}",0
17597,  I have before. but its been a while. I can do anything :),"{'notes': '', 'label': ['0']}",0
4537,k im hella boredddddddd hurry the fuck up i saw my bro playing it  game looks sick,"{'notes': '', 'label': ['1']}",1
7641,wow   that sucks.,"{'notes': '', 'label': ['1']}",1
12874,That was a fucking awesome book.,"{'notes': '', 'label': ['0']}",0
2759, ohh look the girl who fakes herself....,"{'notes': '', 'label': ['1']}",1
17122,  no,"{'notes': '', 'label': ['0']}",0
3355,#NAME?,"{'notes': '', 'label': ['1']}",1
15177, what would you like for your birthday? :),"{'notes': '', 'label': ['0']}",0
8041,Andrew was being boring before so i stopped watching. Damn  he has been on forever  haha.,"{'notes': '', 'label': ['0']}",0
15695, How should Shayla&amp;I prank Xen next? (Shayla is telling Xentury to go back to sleep),"{'notes': '', 'label': ['0']}",0
13585,Who on Earth (besides the subscribers that are ankle deep up your ass) call it that?,"{'notes': '', 'label': ['0']}",0
12114,Man that would be awesome- I might make a fail whale sign for moments like that.,"{'notes': '', 'label': ['0']}",0
5715,u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),"{'notes': '', 'label': ['1']}",1
11669,haha! i'm such a nerd!,"{'notes': '', 'label': ['0']}",0
15012, Do you have a specific work-out routine?..if  not  how do you keep in shape? [mentally and physically  speaking].,"{'notes': '', 'label': ['0']}",0
15488, tht woul b so cool if u were here so i can me u!!!!!!,"{'notes': '', 'label': ['0']}",0
10265,Well fine  they can call them seat protectors in Great Britain but in the US of A they best call 'em ass protectors.,"{'notes': '', 'label': ['0']}",0
8251,don't diet! I'm not trying until Jan then its hardcore dieting for me! And sucks about your boiler breaking :'(,"{'notes': '', 'label': ['0']}",0
18688, which do you think is stronger: love or happiness?,"{'notes': '', 'label': ['0']}",0
10600,During hurricane Ike our power was out for 5 days  others for 2 weeks or more.  It really sucks after day 2.  Uggg  be well.,"{'notes': '', 'label': ['0']}",0
4405,I'm up too! whoopee fuck! not hung over AT ALL!,"{'notes': '', 'label': ['1']}",1
14638,  idk. people have nothing else to concern themselves with other than what they can pick apart from other people. its a way to take attention off of their own flaws i believe.,"{'notes': '', 'label': ['0']}",0
421, Graphic novel class? I hate you but I love you but still I hate you and oh yesh  Hows ya boy JImmy?,"{'notes': '', 'label': ['1']}",1
15574,  not today :(,"{'notes': '', 'label': ['0']}",0
602,niiice likewise...sure the boricua gave that away. ah yes we boricuas have good taste (Rob Pattinson) hehe damn sexy brits lol,"{'notes': '', 'label': ['1']}",1
4318,He's passed out in my bathtub. Only way I could restrain him: knocking his ass out and leaving him in the dark. :1,"{'notes': '', 'label': ['1']}",1
9312,Damn I knew Big tree trunk would get around ur way sooner or later. Do I like being watched by who?Big tree trunk or in general,"{'notes': '', 'label': ['0']}",0
5679,Sounds more reasonable. I hate having to buy 8+ presents for my very small family alone. Soulless Myer gift cards FTW,"{'notes': '', 'label': ['1']}",1
15822, Would you rather go a week without bathing  but be able to change your clothes  or a week without a change of clothes  but be able to bathe?,"{'notes': '', 'label': ['0']}",0
5737,Wilt fresh spinach with hot bacon fat and top with bacon!,"{'notes': '', 'label': ['1']}",1
14512, do you have any fun summer plans?,"{'notes': '', 'label': ['0']}",0
3674,:(( @ tweet tweet you cookie crumble ass nigga,"{'notes': '', 'label': ['1']}",1
18370,  how???,"{'notes': '', 'label': ['0']}",0
16352,  oh yeahhh we already talked about this. :),"{'notes': '', 'label': ['0']}",0
5311,/nerd *laugh*,"{'notes': '', 'label': ['1']}",1
17280,  jack.,"{'notes': '', 'label': ['0']}",0
7203,oh that sucks! apply for targets/walmarts,"{'notes': '', 'label': ['1']}",1
2715, your my bitch and ill kill you nigga,"{'notes': '', 'label': ['1']}",1
13383,"Haha: ""Ann  I think you are a hate crime."" I would like to maul her face with a garden rake.","{'notes': '', 'label': ['0']}",0
3498,thank you  she's such a big baby. lol But such an incredible dog. hate to think of life without her pain in the butt self,"{'notes': '', 'label': ['1']}",1
17702,  give mi ur myspace,"{'notes': '', 'label': ['0']}",0
11694,i hate firefox. i'm a camino chic,"{'notes': '', 'label': ['0']}",0
14174,  I like them. How'd you know?,"{'notes': '', 'label': ['0']}",0
4667,"says ""ahaha thankss. my auntie kim always says it grassy ass=] she's amazing.""","{'notes': '', 'label': ['1']}",1
13496,No fucking kidding eh?,"{'notes': '', 'label': ['0']}",0
9143,fuck yeah mall bangs,"{'notes': '', 'label': ['0']}",0
4171,Damn I also like Ferrero Rocher dark chocolate version.  They induce the zits on my chin :'(,"{'notes': '', 'label': ['1']}",1
19504,  ew,"{'notes': '', 'label': ['0']}",0
7674,yeah  it sucks :(,"{'notes': '', 'label': ['1']}",1
11184,that's cuz my greedy ass is sippin a dunkins hot chocolate lol,"{'notes': '', 'label': ['0']}",0
11244,mine hate me quite often as well. Feel better!,"{'notes': '', 'label': ['0']}",0
5558,Excited that yr friends get to see yr show. I hate them. ;) No  rly  I do. .....Sad that tonite is last show.  Hard to say goodbye?,"{'notes': '', 'label': ['1']}",1
208,aw  thanks. it's going better than yesterday  that's for damn sure. :-D,"{'notes': '', 'label': ['1']}",1
18301,  kkkkkk,"{'notes': '', 'label': ['0']}",0
6249,I LOVE how that statement was misconstrued as GAY!!!!,"{'notes': '', 'label': ['1']}",1
1974,Damn you to hell for getting my hopes up. I though you were talking about Daley.,"{'notes': '', 'label': ['1']}",1
3668,yeah cuz his show was on some wack ass arsenio for sports type shit  they need him in a jim rome type setting,"{'notes': '', 'label': ['1']}",1
3248,"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!","{'notes': '', 'label': ['1']}",1
16260, wutchu mean u tellin me?r,"{'notes': '', 'label': ['0']}",0
14165,  who are u?,"{'notes': '', 'label': ['0']}",0
867,i fucking hate when free 70$ cheques just up and think they can walk away,"{'notes': '', 'label': ['1']}",1
8221,Yes its a link to an article posted on FF. did the link not work for you? Maybe u have to be on FF? That sucks. Let me know!,"{'notes': '', 'label': ['0']}",0
3880,wow emo... Ik ben benieuwd...,"{'notes': '', 'label': ['1']}",1
2904,ask him why he's jumping out of the window. And ask him hows he gonna do it in those tight ass jeans???,"{'notes': '', 'label': ['1']}",1
13799,No I don't get it. I'm sorry I must live in before the fucking ice age. :],"{'notes': '', 'label': ['0']}",0
12757,Internet booze is headed your way. God  send some back mine too... its been a long damn day. (Hee  I rhymed!),"{'notes': '', 'label': ['0']}",0
15074, Would you get mad if i sprayed shaving cream all over your face?? I would!!!,"{'notes': '', 'label': ['0']}",0
11751,you might have just made a discovery in cosmetics! Use dark energy to destroy fat!,"{'notes': '', 'label': ['0']}",0
17110, Do you like pasta?,"{'notes': '', 'label': ['0']}",0
9670,damn  I didn't even know they had that. But you can go to borders or that newsstand spot in the mall to get that esquire,"{'notes': '', 'label': ['0']}",0
18829, Snow White or Ariel?,"{'notes': '', 'label': ['0']}",0
4006,Well good god damn.,"{'notes': '', 'label': ['1']}",1
11994,-- I'm an attention whore  man. It was only a matter of time. NY &gt; CA.,"{'notes': '', 'label': ['0']}",0
12898,LOL!!! well we just need to go out and have some laughs tonight!!! i will need a good one after this long ass day,"{'notes': '', 'label': ['0']}",0
11278,the epaper version sucks.. the image looks BAAAAD,"{'notes': '', 'label': ['0']}",0
3590, sometimes I hate how contagious US culture is,"{'notes': '', 'label': ['1']}",1
3342,and @rapperbigpooh. Was that Sheila easton? Nah...it was that chick that used to fuck with Prince right?,"{'notes': '', 'label': ['1']}",1
9674,my anniversary's tomorrow. I've BEEN that same crazy bitch for 5 yrs tomorrow  lol.,"{'notes': '', 'label': ['0']}",0
19143, do you think your photogenic?,"{'notes': '', 'label': ['0']}",0
18449,  lol idk,"{'notes': '', 'label': ['0']}",0
2200,that song is so emo to me,"{'notes': '', 'label': ['1']}",1
1273,that sucks.  I do both at my work  which is a pain the rear-end too  because everyone thinks they're designers ;),"{'notes': '', 'label': ['1']}",1
1669,we're talking threatening your ability to do business in a professional  not-over-the-top way. w/o being a cunt  somehow.,"{'notes': '', 'label': ['1']}",1
7032,"Ugh. Half the time people pick up ""Free stuff"" from Craigslist they're driving a luxury car. Heh. HATE them.","{'notes': '', 'label': ['1']}",1
16931,  nope.,"{'notes': '', 'label': ['0']}",0
12997,that sucks  wish I could help you out...,"{'notes': '', 'label': ['0']}",0
14326, When you drop your phone  Do you get scared it broke? I do >.<,"{'notes': '', 'label': ['0']}",0
10776,Mht. klatrev&#230;g kan du m&#229;ske hive fat i @solberg - han er friluftsmand og tidligere ansat i en Spejder Sport :),"{'notes': '', 'label': ['0']}",0
13485,Thanks Amel. Virtual twitt chocolate is actually very healthy with no fat & no calories. :P,"{'notes': '', 'label': ['0']}",0
12933,that sucks! Hope they come soon!!,"{'notes': '', 'label': ['0']}",0
7703,your a pale whore..,"{'notes': '', 'label': ['1']}",1
309,emang lagu2nya emo? bukannya mellow? :D,"{'notes': '', 'label': ['1']}",1
9087,"I thought I looked good sitting on my ass  he disagreed :)""","{'notes': '', 'label': ['0']}",0
8269,Lol  its not ruined  I can always delete the partition :)  I don't hate Winblows  I like OSX and Windows.,"{'notes': '', 'label': ['0']}",0
14308, Can you drive a manual shift vehicle?,"{'notes': '', 'label': ['0']}",0
2091,DAMN IT EDDIE!,"{'notes': '', 'label': ['1']}",1
5098,lmfao! bad ass!,"{'notes': '', 'label': ['1']}",1
9702,(run by NASA) is kicking some Shorty Award ass http://bit.ly/LvZW,"{'notes': '', 'label': ['0']}",0
14115,Because you're a coke whore maybe?,"{'notes': '', 'label': ['0']}",0
13776,Haha yeah he's called both but Father Christmas is just the typical English name for him.... and yeah hes fat lol,"{'notes': '', 'label': ['0']}",0
8865,damn that's my favorite ep. CLICK *Bugs gets the shit beat outta him* CLICK *Babies asleep!! classic...,"{'notes': '', 'label': ['0']}",0
11222,oh fuck yes...how I would of loved to have seen this live,"{'notes': '', 'label': ['0']}",0
8086,Damn  I only got 1. I'm gonna get a complex now.,"{'notes': '', 'label': ['0']}",0
11979,"Should have read ""Don&#8217;t forget to enter my contest"". But it chopped off the ""est"". What a whore...LOL","{'notes': '', 'label': ['0']}",0
15145,  yes.,"{'notes': '', 'label': ['0']}",0
3537,that's the coolest damn thing yet! Have you put it on your own website yet? Its a pretty simple ap  just don't use huge pics,"{'notes': '', 'label': ['1']}",1
7884,"Being on fire is ""safe""? I'd hate to see what you consider peril!","{'notes': '', 'label': ['0']}",0
1191,And boycott that fucking bar if they don't carry it!,"{'notes': '', 'label': ['1']}",1
11754,TASH! I miss ya crazy ass!!,"{'notes': '', 'label': ['0']}",0
11118,well u are pretty damn funny.,"{'notes': '', 'label': ['0']}",0
9285,damn right.,"{'notes': '', 'label': ['0']}",0
641,ok  i can't believe i just told the haters on Momlogic to kiss your million dollar ass.,"{'notes': '', 'label': ['1']}",1
3965,big mistake. we gotta even it out. who da fuck else is in!,"{'notes': '', 'label': ['1']}",1
18743,  Call of duty Modern Warfare 2(:,"{'notes': '', 'label': ['0']}",0
13228,WTF!? CHURCH!? Why? Church during the week makes no damn sense!!!!!,"{'notes': '', 'label': ['0']}",0
14300,  depends on the restaurants policies,"{'notes': '', 'label': ['0']}",0
14027,FUCK BROWNIES  LONG LIVE COOKIES,"{'notes': '', 'label': ['0']}",0
11619,Fuck yes I do!,"{'notes': '', 'label': ['0']}",0
10259,"Yep. We are tweeting each other too. Mostly with messages like ""U R A NERD."" Indeed  he is the man of my dreams :-)","{'notes': '', 'label': ['0']}",0
1664,"""I hear what you sayin gurl but you mean to tell me you caint have friends??"" *insert piss poor false sincerity here*","{'notes': '', 'label': ['1']}",1
18980,  Yes. With my sister. haha we went night swimming in our pool in our backyard. Just so we could answer this question. ;],"{'notes': '', 'label': ['0']}",0
3598, LOL FAT NIGGAZ UNITE FATRON!!! HAHAHAHA,"{'notes': '', 'label': ['1']}",1
1237,Damn! I need 2 get my pole game where that chicks is....um  but 1st Ima need SOME pole game 2 start with! LMAO!,"{'notes': '', 'label': ['1']}",1
10791,Word  they're in the way. Always grabbing the ankles and needing food/care. FUCK BABIES.,"{'notes': '', 'label': ['0']}",0
18288,  POP!,"{'notes': '', 'label': ['0']}",0
6036,@icystorm I think the thing to note here is that everyone has an emo phrase re: romance in high school and eventually it blows over,"{'notes': '', 'label': ['1']}",1
8140,Damn  it will probably take longer than that. I'll check when I'm at the post office.,"{'notes': '', 'label': ['0']}",0
10654,sucks your sick on X-mas.  Hope you're feeling better.  Drink lots of egg nog...  w/ RUM!,"{'notes': '', 'label': ['0']}",0
11871,What the fuck is a _________? (Insert your govt' name in blank),"{'notes': '', 'label': ['0']}",0
1283,oh no!! that sucks!,"{'notes': '', 'label': ['1']}",1
17312, why do we yawn when we see other people yawning?,"{'notes': '', 'label': ['0']}",0
4183,Like Zebra man said in rock n roll parking lot. LIFE SUCKS SHIT!,"{'notes': '', 'label': ['1']}",1
19004,  i have more than 1 profile songg ;p,"{'notes': '', 'label': ['0']}",0
101,ahh  you might be on to something...damn techies,"{'notes': '', 'label': ['1']}",1
10918,I love fishing - but I am a loser :D,"{'notes': '', 'label': ['0']}",0
16782,  no.,"{'notes': '', 'label': ['0']}",0
2957,No  I HATE those commercials! Just GROSS. *gag* Okay okay  you've got an hour before showtime. hehehe &#9829;,"{'notes': '', 'label': ['1']}",1
13290,Kill the Lights is actually pretty damn cool,"{'notes': '', 'label': ['0']}",0
560,I once let a Delta Chi fuck me in the ass in Raleigh  NC. He took me to Bahama Breeze and that sealed the deal- doesn't take much.,"{'notes': '', 'label': ['1']}",1
16777,  first.,"{'notes': '', 'label': ['0']}",0
1673,you got niggaitus and watch baby come in there and fuck with you.,"{'notes': '', 'label': ['1']}",1
19877,  Noo problem :] anytime.,"{'notes': '', 'label': ['0']}",0
15667, Do you take work home with you?,"{'notes': '', 'label': ['0']}",0
6175,your mom/dad hate my monroe :(!!!!,"{'notes': '', 'label': ['1']}",1
11888,It is and especially because she was targeted because of her orientation. I hope they're prosecuted under hate crime statutes.,"{'notes': '', 'label': ['0']}",0
14218,  yes.,"{'notes': '', 'label': ['0']}",0
5753,"RE: Hugh's daughter.  I just hate to see when a female CEO step down and says it's so ""company can evolve"" AAARRRG!","{'notes': '', 'label': ['1']}",1
16135,  being able to hide my feelings.,"{'notes': '', 'label': ['0']}",0
3210,u know  that's what I hate about Ohio  seeing grown up idiots in shorts when it's freezing outside :0),"{'notes': '', 'label': ['1']}",1
1485,@maddow. where is that big gay planet? can I go there now please? someone please fucking segregate me off this rock.,"{'notes': '', 'label': ['1']}",1
7464,I hear you can cook your ASS off!!! =),"{'notes': '', 'label': ['1']}",1
7491,lol ur whale penis,"{'notes': '', 'label': ['1']}",1
11574,"Um  I so want to ask  but shudder to think about what the answer would be to where @melissa808 gets her ""fag cream"".","{'notes': '', 'label': ['0']}",0
670,I hate nearly everything about the first two HP movies.,"{'notes': '', 'label': ['1']}",1
5923,don't hate on ghajini. It was an awesome movie.,"{'notes': '', 'label': ['1']}",1
5774,dude the talk about universe at #LeWeb is awesome. As a nerd guy you have to watch it,"{'notes': '', 'label': ['1']}",1
8107,sorry about that. I understand  it's my epic failure in my  parents eyes. I will be forever fat to them :( don't listen to them!,"{'notes': '', 'label': ['0']}",0
7172,"says ""ahaha thankss. my auntie kim always says it grassy ass=] she's amazing.""","{'notes': '', 'label': ['1']}",1
9653,oooh  you scandalous whore. I just hardcore need someone to make out with. I'd hit up the ex but she's still in love with me.,"{'notes': '', 'label': ['0']}",0
11044,no  sadly i'm ps3 :( ...i was thinking the same thing last night...damn non-interoperability,"{'notes': '', 'label': ['0']}",0
706,ROFL! You got me. Monkey would totally kick Bruce Lee's ass. I bow down to your superior wisdom.,"{'notes': '', 'label': ['1']}",1
12269,You are inspirational (and gorgeous)  however I meant the dumb ass who dumped me to F around with his sleazy white trash LOL,"{'notes': '', 'label': ['0']}",0
970,trade secret ... it's an animated gif. Woke up REALLY early  couldn't sleep. My mind said  let's freak out @CalamityJen more.,"{'notes': '', 'label': ['1']}",1
9973,YOU'RE BEAUTIFUL AND I LOVE YOU  YOU GODDAMN WHORE &lt;333,"{'notes': '', 'label': ['0']}",0
8351,If only I were a #Jews then you would have cause to hate me even more. This is a war against barbarians in #gaza Typical response.,"{'notes': '', 'label': ['0']}",0
13696,Wow  you're hard core.  I was just gonna  you know  exercise more and try to eat less.  Damn.  :),"{'notes': '', 'label': ['0']}",0
2769, wow you&;re a fucking fake. if you&;re tired of everyone talking shit on you formspring  either stop talking shit to them first  or delete the damn thing. gosh  you&;re fucking retarded. I forgot how stupid people are these days  and that would be you.,"{'notes': '', 'label': ['1']}",1
859,yeah dat bitch stabbed me in my eye when I was trying to hit the snooze buttone this morning,"{'notes': '', 'label': ['1']}",1
15196,  idk haha :P it probably is el torito  at least thats what i can think of lol,"{'notes': '', 'label': ['0']}",0
4971,Ugh. That truly sucks :(,"{'notes': '', 'label': ['1']}",1
12882,damn bro  best of luck.,"{'notes': '', 'label': ['0']}",0
8044,notice they waited for me to leave before they kicked gordons ass. ps 90min wait at border.,"{'notes': '', 'label': ['0']}",0
14769,  nope tabitha jai locascio idk who she is but she is a fake. :/ i use to live in idaho but i moved to texas,"{'notes': '', 'label': ['0']}",0
14303,  Yes. I always cry when I get mad. Its dumb sometimes lol because people think I'm sad and Im sooo not :],"{'notes': '', 'label': ['0']}",0
