content,y_pred,y_test
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,1,1
DAMN. I just lost too. Thanks Alyssa. And I decided that PATD's new CD isn't so bad.,0,0
hehehe. mine pleasure. Btw I too so loves it  when people be presumptous pricksy wicksies! feel jolly nice for me ass to rub on.,1,1
 If you bumped your car into another car  but nobody saw you do it  would you leave your name and address?,0,0
  yes,0,0
a constant receiver does not a giver make. Prepare to be Prison Bitch Blagojevich (new campaign slogan  it rhymes),1,1
it's emo because you used a razor. An explained joke isn't funny. :(,1,1
sakoyo hahaha smart ass!!! laughing in my boots...hahaha...still laughing...not! Nah not sad...I dont joke like that anymore..haha,0,0
bread!!!! and not enuf eggs so fuck it aha,0,0
 are you loyal?,1,0
Fuck yea it's the bomb,1,1
Those things Freak. Me. Out.,0,0
well lady  I'm all for u comin here from frisco to hunt my ass down;),1,1
i hate her in every movie. she has one look. you know the look haha,1,1
 She is as dirty as they come  and that crook Rengel  the Dems are so fucking corrupt it's a joke. Make Republicans look like  ...,1,1
haha yeshhh you are  and you thought i was gonna think its gay -_-,0,0
  Yes it is :],0,0
& aww  that sucks :(,0,0
Nice. They've cancelled ours. I ask you: how is a man supposed to get drunk and photocopy his ass at work now?,0,0
Oh that sucks. Hmm  maybe you'll get sick and need another house call soon...,0,0
  okay  cool.,0,0
 If there was a hour extra everyday what would you do in that time?,0,0
the light in here sucks  buy here is The Tank and wife  http://twitpic.com/trf3,0,0
  1. I am totally able to telepathically read others minds.r 2. Im a fairy in this world here to spread my sparkles in someone elses life.r 3. I can drink an entire gallon of OJ in one drink. r 4. I can make a mess like nobodys business.r 5. Sometimes I eat in my dreams and am so full I don't have to eat for days. r 6. I can change the weather with my emotion alone. :],0,0
  USA.,1,0
HOLY FUCK! that was one tough fucking cow!,1,1
  usually,0,0
I hate my life haha,0,1
"-a""",0,0
Fuck mod_Ella.....http://tinyurl.com/5hdbje,1,1
you damn betcha,1,1
oh i see  well frank kicks ass so any friend of his is a friend of mine!,0,0
Maybe  I would have to stare at your face for awhile while I do it  that would be gay..and weird...and creepy...sort of,1,1
hahaha i don't hate german  just a couple of germans. Guten morgen!,1,1
 What was your favorite book as a child?,0,0
  make my own path. always. i like the untaken path.,0,0
  the other night actually haha in the living room,0,0
damn. i left kahala in the dark with a glow stick. security kick out me and my girls.,0,0
  hahah thankyou :),0,0
LOL ... no ... a very large dark sausage-like-thing made with pig's blood and spices. Surprisingly tasty despite that :),0,0
  Nahhh. only that the occean is dispicably turning to oil at the rate of people saying ohh who really cares and the welfare of the creatures living in it is in our hands....not too much of a concern thooough...,0,0
tonight??? all fucking day man.,0,0
Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :),0,0
yeah. subconscious sucks sometimes. always telling me what I'm doing is wrong. Most of the time it's not. :),1,1
i hate people who update their fb status more than once a day unless absolutely necessary...tweets-thats what they're for!,1,1
unless Adobe gets their head out of their ass Flash will die because mobile will be the dominant platform.,1,1
"and yes.  true life ""i have tourettes"" is genius.  so is ""i went to fat camp"".  lmaooooooo",1,1
 dont you hate it when people are only dating for about 2 days and they put &quot;i love (the persons name)&quot; on there statuses and stuff? I do >.<,0,0
 Jac...bahahaha,0,0
 Would you rather be a famous musician or a famous actor?,0,0
here's a whole damn post with a scribd presentation (how many social media...)..: http://bit.ly/THmH,0,0
  Disco time babyyyy hahahah :P,0,0
Dick through brains,1,1
well... the giant carts slamming into your ass isn't SOOO bad. But the sample hogs are pretty gross.,1,1
if you hate sprint. try jogging. and stop once and while for eggnog.,1,1
the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!,1,1
I like some of the features it has over Twitteriffic. But it takes up way too much screen real estate. And AIR sucks.,1,1
 I really wanna take you downn ;] ( It&;s a song! ) lmfaoo .,0,0
if Q is there tell him he sucks. He's dark and plays suspect lol,1,1
  Lmao   wantt me to rub itt ?!(:,0,0
Are you out celebrating your birthday? If so  a birthday drink is ok! But don't forget the marathon. I hate being such a stickler.,1,1
Damn straight.,1,1
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,1,1
I know... I would like to find out if I am right... wow... I need to shut the fuck up...,1,1
 Best thing that happened to you this summer? :],0,0
 When you drop your phone  Do you get scared it broke? I do >.<,0,0
yes. sacto cali- driving back to palo alto later tonite. eventually i'll get off my ass n shoot.,1,1
you are one sick fuck my friend. I think I'm scarred for life.,0,0
Oh ouch. What's worse  numbness or pain after? I hate both. ;-),0,0
if anyone said Arial I'm gonna beat their ass.,1,1
- Agreed  snow is fine  ice sucks (well  and all the silly drivers on the road) :),0,0
have a safe flight.....damn now you make me want some jamba juice,1,1
nerd. :),1,1
 who decided to take a shit on your face?,0,1
damn! nice to hear someone playing Q3A! missing it. Try a game against Xaero and let me know :P - Grunt laugh-&gt; grr..Ha-ha!,0,0
 Why do you think people get irrate over little things?,0,0
Yeah! This blond gay guy came to audition. I almost fell out of my chair when I saw him. He looked identical to chris corner!,1,1
aw dammit  I meant to call @graemem a lame-duck Scotsman. Thanks for fixing my lame-ass miss of a joke!,1,1
kicks dons ass. *HUGS*,1,1
drm sucks.,1,0
Thanks for getting me up off my ass to rock out.,0,0
I'm scared! Pig in a suit? Were they all out of blankets?,0,0
 Do you believe honesty is the best policy?,0,0
  hahaha okay,0,0
" I guess with a ""Don't Buy - Updates soon"" rating  I better wait. Damn!",0,0
not to sound amazingly  astoundingly gay (not that that's bad) but you sound like a man in desperate need of a few pillow shams,1,1
damn  i missed it,0,0
  hahha laugh. really hard!! :),0,0
you're a fucking maniac.,1,1
 i still think your hot,0,0
You know all about some interpretive gay dancing.,1,1
 If a parsley farmer is sued  do they garnish his wages?,0,0
  noo,0,0
 Dude they dont finish enclosing the fucking showers. I hate half assed jobs. Whats the reasononing behind it? Makes no sense.,1,1
  hmmmm  then to of never of moved  or to be happy.,0,0
"I am an investing idiot  but I am just ignoring the whole damn mess right now.  We're ""buying low"" now right?",0,0
"Yeah  it's bitter sweet. I see apps like Amarok and think ""kick ass  this will be great"" then I see it has issues with syncing.",0,0
Allie spelled it wrong too. Tell him I said if he messes with u again I'm fucking him up,0,0
 Sorry i just thought of one more good question.........Would you break the law to save a loved one?,0,0
and fuck you I am a miracle :D,0,0
that sucks. At least you've got GB xD,0,0
hangs longer than u while u lay there on ur ass! 1 day u gonna look back @ these days & ask urself where did ur life go?,1,1
*throws all 52 dollars in my pocket at you* Let me hit the MAC. Ill be RIGHT back. Hold that pose *forgets pin number* FUCK!,1,1
 how many times do u take a bath in a day?,0,0
: No it is not. Ass!,1,0
 what are youu talking about GAYY&;BOYYu2665  idid textt you back  YOU didnt text me back!?,0,0
that sucks! Hope they come soon!!,0,0
damn son,1,1
 r IF today is tommorrow  and tommorrow is today  what day is today?!?r 0_0,0,0
@design_doll Cock and bull,1,1
Hard to play because it is damn fucking awful,1,1
"yeah. and watch the fucked up guy on the front page of Blog. it sounds like he is about to have an ""emo"" speach.",0,0
"where'd ya put it? o btw: ""kick ass quote Copyright&#169; 2009 @abcd91 All Rights Reserved""",1,1
&#9835;&#9834;&#9835; Cock-A-Doodle-Doooooooooo Shortstop!! &#9835;&#9834;&#9835; &#9835;&#9834;&#9835;,0,0
"Yep. We are tweeting each other too. Mostly with messages like ""U R A NERD."" Indeed  he is the man of my dreams :-)",0,0
I cunt wait for u to start shitting out the gifts I sent jew.,1,1
I'm watching the new Smosh video and laughing my ass off.,0,0
  i dont want to  sorry dont take it personal.r but i will answer stuff on formspring.,0,0
 hey everyone  this is the girl that fakes ta,0,1
 Would you rather be a famous musician or a famous actor?,0,0
Hope so  but damn. I want out of here. *grumbles*,0,0
You're still alive? Well  damn  I just lost a bet.,1,1
 have you ever had a &quot;cub&quot; sandwich?,0,0
hey fag why you gotta ask the whole world!? j/k your awesome,1,1
 i&;m jealous of jaybee,0,0
present your warty ass and I'll gobblefuck ur pink sock!,0,0
Yeah but I still don't give a fuck about Xmas..,0,0
 aren't you just super special.  I will not know the sweetness of sleep until about 9 tonight. I hate grad school. I want out!,0,1
  D:,0,0
  yes =D,0,0
WHATTTTT O________O omg.....nahhhh i hate roller coaster and im extremely scared by this shoot......,1,1
  its stupid.,0,0
Devil's AssMartini on Scottsdale and Gay  I mean Shea,1,1
SON OF A .... bitch! hahahahahahaha,1,1
  a different place. utopia.,0,0
 Who is the person you trust most?,0,0
yeah  i'm on it Mr. don't return calls for a christmas gift...and times are hard bitch..t-mobile can wait!,0,0
 If you ran the world...what would it be like?,0,0
  sometimes hehe :],0,0
"@nezua @cripchick  at 0:37 ""i hate black pepper!"" http://tinyurl.com/69rbnb",0,0
fag face,0,0
  idk dude. why do you call so much haha,0,0
call me emo again and i'll cut myself,1,1
I like the verses to the song....just not that lame ass auto tuning nigga on the hook,1,1
Dude! Right?! I'm saying. What is UP with the mass illness this holiday weekend?! Totally sucks  that's what's up...,0,0
'How to Talk to Girls'. I'm going to write a gay centred spinoff  'How to ASL',0,0
lol. I know  she's a mess. But ya ass was not getting up.,1,1
see previous. Damn twitter.,0,0
  LOVE ?,0,0
 does it look like i give a flying fuck? ;],0,1
  iDnt be on da cumputa lyke dat,0,0
people hate on Cody for no fucking reason  it seems. I don't know why.,0,0
How bad ass is that?! lol,0,0
Dang! Looks like InGen has moved away from dinosaurs and are doing 70's tokusatsu heroes  now. Damn you  John Hammond!,0,0
  Me. haha,0,0
yeah i just don't wanna do blackberry but they may wrestle me into it just because they r kind of the best. i hate 2 admit it.,0,0
Fuck.. didn't pay them enough I guess.,0,0
damn yo I did!,1,1
I had the same thing on the 24th. It sucks big time. Drink Gatorade!,0,0
  Idk. what makes me a hottie? haha,0,0
BITCH GET ONLINE  I FOUND CUTE SHOES,0,0
dude.. I just think the twinke or whateva you call it... It damn cool.. LOL,1,1
yeah hes fucking serious,0,0
no idea at all. Hate weekends like that!,0,0
 What is a act of kindness you have recently done?,0,0
 toothpaste that you are using?,0,0
  I dk what spaghetti bolognaise is? haha enlighten me????,0,0
. . . HE'S FUCKING HIMSELF!,1,1
  Comfortness.,0,0
 & @karkar  I hate Walmart anymore. I'm gonna have to start taking my own cart with spikes and barbed wire. Maybe flamethrowers.,1,1
damn man kn frnd e,1,1
"you need to get rid of that game""COCK"" you have running the team. Guy is a worthless crybaby  just like all UF staff/players",1,1
  Not that im aware of thankfully,0,0
  Sun.,0,0
 If I could fly  I would&;ve gone to __________.,0,0
"- I gotta say  I'm glad it works that way - I'd hate to be ""high"" all the time - I just want to be functional",0,0
what a fuck nugget.,1,0
  Call of duty Modern Warfare 2(:,0,0
 Who&;s the sexiest woman alive?,0,0
"dropped off some old 3.5"" floppies. A System Disk and Mac Paint.  Retro Mac crap kicks ass! - Photo: http://bkite.com/02RHw",1,1
they won't let us live anywhere without coming up our ass. I want to move  now ):A,1,1
 really? You don&apos;t want to know anything about me.,0,0
SHUT THE FUCK UP BEFORE I PUT A HAMSTER UP YOUR ASS!!,1,1
ha! my ass be bowling lol,1,1
Take Ur ass home,1,1
oooo thats not fun! i hate those things  the orthodontics people are mean to me!,1,1
LOL Hon  I have been saying for a while now that this boy will be gay. It really bothers the hubs when I do  so Im tryin 2b good,1,1
OH my I hate beer...I have some Francis Ford Coppola Pinot Griego making me an offer I can't refuse,0,0
Hahahaha made you laugh again. DAMN im GEWD motha fucka,0,0
I'm gonna use meebo and use it for my AIM account. I need to update too. I'm being such a lazy-ass XD,0,0
 im gnna fxk u up!!!!!! ur a dum hoe,0,1
 It's ok buddy. I hate flying  too.,0,0
aww  I knoow  I hate that! :-P,0,1
i know change the channel i hate this program,0,0
Oh  I hate those things! Can you imagine if you were color blind  or dislexic (sp?).,0,0
I do but it sucks at scrabble.,1,1
 How would a world without music affect us?,0,0
Damn  that's a short movie.,0,0
 What&;s your earliest memory?,0,0
The radical democrats hate this choice. So  theefore it must be good.,0,0
Alan  I think you might as well give my spot away to someone else. I'm just too damn sick to sound like my charity is good. :'(,1,1
I haven't been online all day  whore.  Trust me... one post from me is going to be more than you want at your house.,1,1
That sucks  ya Ive been waiting on this book from Amazon  was suppose tpo have it in Aug. then Dec. 10th now in Jan...irritating,0,0
 Do you have a favorite Beatles song?,0,0
i get that ha ha smart ass :p,1,1
 Do you have a boyfriend?<br>,0,0
happy for you  sucks for me!  this should have been SNOW!,1,1
 what is the most embarrassing thing you have every done?,0,0
hate you both!!,1,1
you were right  the uv filter that came with that kit sucks. freakin glare spots all over my shots,1,1
yeah  fucking predictive text,1,1
  Lol haha how cute is tht? Juss keedingg(:,0,0
 Would you ever look down on someone else for having a abortion?,0,0
 I don&;t know Tabitha in person): but Idc  I know deep down in my heart I&;ll love her for her <3,0,0
I missed that run  had my kids that wknd. I hate to admit I've been on the treadmill cuz its cold at 5am my schedule sux! Lol,0,0
Fuck it! You'll do it live!,0,0
FUCK YEAH BIOSHOCK! Tell me how the apartment hunt goes!,1,1
Fuck you! Learn to surf NA!,1,1
ugh I hate the tangle struggle. It will be in a damn pony tail all day and I go to brush it and its like a damn jungle.,0,0
 Alexis My Stomach Hurts :/,0,0
no she didnt yet. maybe she does hate us now. *sad day*,1,1
  Justin Bieber Demi lovato and Barack Obama babay!!:D,0,0
am using vickers online and i don't recommend it  the interface sucks.,0,0
He's not worth fretting over. There's better people who still love you up in this bitch.,0,0
why the fuck this red light keep blinkin,0,0
You kidding  I bloody hate anime  and I liked Bleach.,1,1
no no no. i don't really hate karl. i was just frustrated with chanel these past few weeks. now i'm back to loving mr. lagerfeld.,0,0
  honesty  respect for your partner,0,0
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,1,1
 In your opinion  is being argumentative a positive trait or a flaw?,0,0
"LOL  I love ""Emo Who."" I too trust Moffat so I am VERY intrigued to see where Moffat and Smith take the character.",0,0
 it is gorgeous  but it wouldn't be gorgeous on my fat ass!! hehe  the'd need several more hefty bags...IJS ;),0,0
I know. I've been on the slaughtered team often enough to know how bad it sucks  though. And these kids are the creme de la creme ...,0,0
  italian  french  or better at sign language,0,0
I'm calm  but not a happy camper. It's Jim's birthday  Andi phoned for PC help today...and my home's been invaded. Fucking hell...,0,0
  hmm i havent seen anything crazy lately. Its been more like uhhhh bed. sleep. sick. sleep more. haha,0,0
Israelis to Spanish FM ... Kiss my ass.,1,1
I hate when i get that bored.,0,0
  No.  Would you?,0,0
I wish I could take the credit... fuck it I'm going to try to,0,0
God Damn !! Ok ... How about Peter Duncan then ?,0,1
I hate ism's as much as the next guy but when the shoe fits...,1,1
  You are :),0,0
  you think i like him because i talk to him alot?r he is really nice  and fun to talk to  who are you?r he is a great friend  what isnt there to like about him.,0,0
 Can you tie your shoes more than one way?,0,0
  yes. Ive had two years. Im on a waiting list for clinicals..which is americas way of being stupid to the people who are trying to get ahead in life..,0,0
"I've never found a way so I ""star"" those. I love GMail when I don't hate it.",0,0
lol whore bath...funny.,1,1
fuck you  dude. it is more than amazing.,1,1
#humor @charlestrippy because he's the YOUTUBE BITCH.,0,0
 Are you a leader or a follower?,0,0
like  you build a tolerance to drugs  don't you? or is this just me being dumb cause it's fucking four a.m.,1,1
argh  tell me about it :x i hate procrastinating... lol.,1,1
Aw  that sucks. Hope you feel better soon. Have a cup of hot tea!,0,0
gay man,1,1
aww sucks :( heavy fog is cool sometimes thou.,0,0
u stll up drinking bitch?,1,1
YAY OR NAY OR GAY?,1,1
damn.  did you buy bitchy too?,1,1
  not too often unless im in the car,0,0
gewoon kutavond en toen kon ik ook nog niet slapen de hele fucking nacht  dus ik ben maar gelijk doorgegaan naar werk vanmorgen.,0,0
SAME HERE! FUCK FLORIDA!,0,0
fuck yo moustache you young ass nigga. Step yo beard game up,1,1
i BET YOU WERE SILLY ASS! lol,1,1
hahaha what did thedivasoffial say to you? i hate to say rofl but i'm actually rolling on the floor at your comment,0,0
  grippos :) they are the bomb diggiety.,0,0
LMAO! That girl is syck! Hell I wasn't even born in 1977. Special ass!,0,0
he doesn't count! @feenstra will tell me he loves it even if it sucks. You  on the other hand  will be honest. :),0,0
  Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! &amp;&amp; Channing Fckn TATUM!!haha Oh damn!!,0,0
  which one? kuz iThink yew tawking bout mi ex,0,0
maybe you should go punch him in the dick.,1,1
  idk,0,0
DM. damn.,1,1
Thanks! Chilling out at home kicking ass with friends is better than wearing a suit and tie to dinner.,0,0
I hate wrapping  because I'm terrible at it. I always use gift bags. And you can use them again  so it environmentally correct.,0,0
grrr I hate that. I have an ex-friend who only gets in touch when they have something great to tell me about themselves... o_0,1,1
  swine flu.,0,0
oh well guess i'll rent oit for like 8 dollars...i hate blockbuster. can't wait for prince of persia when i get paid,0,0
I  hate mad friday. Oncers getting their single night out a year  not knowing how to behave.,0,0
 What do you think about formspring.me so far?,0,0
- So damn slow. It's depressing - I just want to be done!,0,0
"Buaha  atleast im doing my ""fun"" homework right now.. This is one ugly ass Squirrel... and it's not finished yet.",0,0
DEAD ASS?!?!?!?!?!,1,1
Heading to get the pig soon.,0,0
There's some dude at this bar that totally looks like you. Should I kick his ass for impersonating?,1,1
Fuck dude  you manage to do this every week!,1,1
$10 for water is better than the throat fucking i got for free the last time i was there.,1,1
the only show more thug is the nigga who be in the woods eating beetles and drinking his piss! that niggas GANGSTA!,1,1
  hmm ...my daddy :),0,0
In fact I hate the after effects naps bring me. I feel worse and might sleep longer as planned.,0,0
I know  but I hate it more when I lose a subscriber. It's like they decided they didn't like you anymore or something.,0,0
that's good.....I reallllly need more RAM  but saving money is a bitch.,0,0
 13?r you&;re at the perfect age to learn how to suck dick and give hand jobs.,0,1
Fuck you and your snow! Or  bring some of it down here? ;),1,1
Hmm  maybe I crossed wires w/1 of you & @allisoncarter. Who called who nerd & was correct as geek? Me moving 2 fast 4 fun.,0,0
lol just rhyming  gay i know,1,1
Who owns one - I just fix 'em! Hate it when electricals go to Hades.,1,1
its a protest for the gay marriage ban in CA. Ppl are doing it all over the world,0,0
  well who is this? even if i dont feel the same ill still be nicce :),0,0
u better answer the damn phone,0,0
 how long have you had formspring for?,0,0
Sheeyat....Freezing rain is no punk. Hope you didn't fall & bust your ass in the parking lot.... I almost did.,1,1
.....I.Hate.Him. He's.... UGGG!,1,1
DM. damn.,1,1
Hey~~Happy New Year new friend !! enjoy the movie~ think of me when the crazy proff shows up..damn...can't remember his name,1,1
I will cut you in the mouth bitch!,1,1
"dude  it was your birthday?  Damn you!  You foiled my foolproof ""never miss a birthday coz Facebook reminds you"" scheme.  Hpy Bthdy.",0,0
There was a MAD ABOUT YOU/ DICK VAN DYKE crossover about a decade ago.  Carl Reiner reprised his role as Alan Brady.,1,1
 do you like the sound of the wind chimes?,0,0
that sucks... so are there plans to get back together? or are they done?,1,1
i fucking hate your team all over again.,0,0
http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!,0,1
  :[ computers are dumb sometimes. and yup you too! I had like 110 because of you :] Well and cause I didnt get on all weekend..haha,0,0
yo... you should have another show tomorrow cuz we had to record the past two days... damn albums...,1,1
im fucking following edwards miiiiiiiiiiiiiiiiiiiiiiiiiine &lt;33333333333 ummm ya :) i wanna see twilight again :),0,0
  we would go crazy! movies would suck haha,0,0
 Can you tell if someone is lying to you?,0,0
Y'know  @QueenofSpain doesn't hate me  so I don't think she hates the east coast...just certain east coasters. AHEM. ;),0,0
ironic - I normally hate plastic 4 environmental reasons- this time  it actually saved some of the patterns from the wet grass,1,1
"Do you realize your comment on parents dying comes off as a tad insensitive? like a ""sucks to be you"" comment",1,1
So people are just ignoring me. :-( That sucks big time. LOL. Especially when I thought we were better than that. I see...I see..,1,1
fuck  i'm nervous.,0,0
  whats my birthstone?,0,0
It's latent hate over the fact that my bucs suck.,0,0
 What makes you think a person is creepy?,0,0
 favorite song?,0,0
wat a fag....,1,1
don't be all emo like that xD.,1,1
$10 for water is better than the throat fucking i got for free the last time i was there.,1,1
damn I tought I had a ton of email addies.,0,0
 Black or White?,0,0
So you are right... reciprocity is a bitch (Just not in the way that Lauren Hill meant it),0,1
what the fuck do you have to apologize for??,1,1
  no,0,0
 we&;&;ll have to make room in the book mom gave you!!!!,0,0
 fuckin hate your ass.,0,1
damn Riffner  that sounds rly fun.,0,0
  i like them all lol,0,0
 When was the last time you slept on the floor?,0,0
omfgshz. i hate lemonbars with a DEEP passion  too!,0,1
 Does it bother you when people ask you questions and the answer is in your bio?,0,0
 Soon  i must brush my teeth. It's about that time. I think during the next Madonna song. Hmm  but which one? Damn! I'm confused,0,0
loved when there would be a sandbar at ehukai!  damn  cold and brown honoli'i here in hilo jus aint even close!,0,0
Damn straight woman!,0,0
  Glee who? ha,0,0
awz cum ova,0,1
Love them!  Used to hate them with a passion as a kid but now - I can't get enough of them!! Love them.,0,0
big mistake. we gotta even it out. who da fuck else is in!,1,1
 have yu ever wondered what people would be like without yu ?,0,0
lol no doubt. i was going to have to take that ass to ohhla after the next one.,0,0
 How would you describe your personality?,0,0
 what&;s your nationality?,0,0
  den dats different if she kute but not to skinny,0,0
ughh me too. And I worked for Estee Lauder throughout college and I still hate the cosmetic dept. I dont even have allergies either,0,0
IT'S LIKE YOU HATE ME SO MUCH GREG!!!! SO MUUUUUUCH *cries*,0,0
  Its da shit! Fun stuff,0,0
really? Thank fucking god for sleeping pills!,1,1
ok! where is it then? send that bitch to me!! haha!,1,1
  ummmm all i do in the bathroom is shower o.O i like my showers.,0,0
dude that sucks. On NYE nonetheless. Got a sore throat myself  hoping it's not strep. :-(,1,1
"We've maybe had 1"" total here across 3-4 different ""snows"" My first time with snow tires ever and I can't have any damn fun!",1,1
Little kids. I love em. School aged kids...NO THANK YOU! Especially not these grown ass kids nowadays! *smack* LoL.,0,0
you said fuck everyone!,1,1
jealous! I will still hug u  lick ur face off  grab ur ass  and dry hump u a little bit when I c u.  Whatever!,1,1
 Hate to date me; but my kids had the Big Wheel and I can still see them going down our hill on it. Sit n Spin came later. Wow!,0,0
 (this one is bothering me a bit.) Why does it seem like most everyone wants to knwo if the world will end in 2012? Are we going to fear it till it&;s over like Y2K?,0,0
  im pretty fucking skilled then :D,0,0
  okayyy!,0,0
 What&;s the most spontaneous thing you&;ve ever done?,0,0
he was given one extra ticket from a coworker so henceforth my ass stays here.,1,1
damn bossman  let find out u got 2 jobs. what are u  a single parent or somethin'?,1,1
But surely  i need to improve on the digestive front. Ain't any fat panda :P,1,1
the matrix still Kicks ASS!!!!!,0,0
 i L o v e Y u h h ! ! ! ! (:,0,0
yeah. It's ugly! And their rebounding sucks!,0,0
  NO NO!!!!!!!!!!!,0,0
 Lykee OhhEmmGee ! Hiii Mikey !,0,0
and I are getting our fat on at Zaxby's!!! Diet starts tomorrow!! in Cordele  GA http://loopt.us/I0A8qQ,0,0
Awesome. Wouldn't have been near as funny w/o his contagious laughter or all the ass authorities making comments...,0,0
hahahahahahjdshgskdg I hate you. So much.,1,1
Damn you for stealing the heat.,0,0
damn  that hurts.  I agree w/ @Wolfnoma more scotch will cure all that ails you,0,0
I hate the FAIL meme because it's mean. FC was more funny than mean. Ps my real initials are PJK,0,0
I get the stress jaw ache sometimes  it always sucks when its there when you wake up  like your body is anticipating the stress:),0,0
I would think he's cute but we had bats on our attic recently  and I freak out about rabies and my toddler! I bet he's cute!,0,0
fuck yo couch,1,1
yesssssssssssssss...its funny cause i hate the weather...but im gettin ready to move back to michigan on tuesday where its worse HA!,0,0
Ew :( That sucks! I'm sorry.,0,1
Rooster is LARRY'S bitch!,1,1
 yeah it sucks i know  she was one spankin hot mofo,1,1
  random yes. lol,0,0
  I miss you too !(:,0,0
@nightmaremyles fuck yes to both of you.  &lt;3,1,1
  umm small cuz its a couch lol,0,0
yeah  I'm a sophomore  and everything's rather easy. I just hate doing it. XD,0,0
The custard cream thing makes me crave some proper Bird's custard  as hot as possible. Damn you!,0,0
that sucks  I know he was looking forward to that hook up...,1,1
QuantumOfSuck is a wannabe Transporter 3...,1,1
  Nope ;/ Bhut Not Having a BF doesnt mean The WORLD ends;] I guess im waiting 4 the 1  ya kno? Hbu mamas?!,0,0
  with nail grooming tools? file  clippers  no biting people! thats so gross and unsanitary.,0,0
mythbusters is a great and nerdy show. Embrace your inner nerd..no suprise they were on the launch of youtube live ha NERDZ ROOL,1,1
don't forget taco lol I got a damn TacoBot followin me lol..let's see chocolate  xbox  wii  psp  dunkin donuts  geek lolol,0,0
OMFG I HATE YOU IWANNA GO ON NEOPETS :'( WTFFFF. YOU HAVE EVERYTHING I WANT.,1,1
ha not that creepy. because it's week 10 and I'm fucking stressed out as hell. I wish I could take a trip down there x.x,1,1
I know what u mean  my IM2 HSDPA sucks as well,0,0
The internet never sleeps  and I work in online marketing. So yeah  I can understand why it sucks.,0,0
@graf808 Damn it you two  get a room already! ;-p,0,0
 oh man. the malls are a mess  it grosses me out. ohhh capitalist dogma  how i hate you,1,1
no fuck you,1,1
LOL u remains me of my friend she loves football LOL I personally hate it lmao,0,0
I think the 76ers need a new GM. How about Elgin Gay Baylor?,0,0
well thanks for sayin atleast I can hold conversation even if you was a smart ass about it,0,0
ahhh yur a slut for that stache!! damn gurl...tug it once for me too,1,1
  panama city  FL.,0,0
hahahhaha I hate that!,1,1
i hate hate hate it with a passion!! lol...i know the calls are recorded i talk mad shyt down the phone LOL!!!,1,1
stop being a pussy. you look hot.,0,0
Then my dad would either bitch  or just leave the torrents running 24/7. Besides  I'm too cheap to buy a DD-WRT / tomato router. :(,0,0
you left me for a slut named kasumi.,1,1
ur gay? me. u. mall. shopping!,1,1
 Can you daydream at night?,0,0
damn its better than takin the greyhound thou lol!!,0,0
  yes. all the time.,0,0
  I was on my way to work. Driving.,0,0
... this is so post gay  it hurts .... NSFW! http://tinyurl.com/6d9ew5,1,1
  thats a good question. r I don't understand that either. because this world is all backwards and people say all kinds of things that they dont mean but it doesnt mean they will do what they say. beauty of being a human. say what comes out of your mouth but your body does what your mind thinks  not what your mouth says.,0,0
did you see the video Karrine did for last fashion week? I act an ass! Eva Mendes  Zoe  Vanessa I was out there!,0,0
 Have you kissed more than ten people this year?,0,0
ham stands 4 hot ass mess,1,1
God Ashley is a bitch  but still  congrats! :),1,1
It makes me itchy sometimes. I have a love-hate with the website.,0,0
man that rly sucks. I for 1 am positive that all will work out. You're a bright dude... pretty cool 2 if I don't say so myself.,1,1
agreed  damn good reflexes.,0,0
Online nakedness amuses me.  'Oh my god  he has nipples!  And skin!  He's a freak!'.,1,1
nigga u geigh lmao! fuck yo finals beeeeeitch,1,1
 can you please sing a cover of any justin bieber song? :D,0,0
 would u ever go bungee jumping like justin did?,0,0
 what is the definition of a hate relationship? does it mean the hate is both ways cause im pretty sure i would smite you with righteous fury bra dont be hatin,0,0
Right. That wouldn't be creepy as fuck.,1,1
ah shit that sucks!,1,1
 where are you from thn ?,0,0
I really hate the countdown pack also rite I got these hot as six rings I would post a pic but my friend got them,0,0
oh bugger at car screaming.. that sucks.... glad to hear the rest was all good,1,1
 so whats up,0,0
All of my friends are married gay  or have been burned so badly they don't want 2 even think about another relationship :o( I've,1,1
fuck off dude  don't waste my time  damn spam users again ...,1,1
  i can play a little guitar and learning the violin,0,0
 say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!,0,1
AH! i was too! I hated that bitch. I want Bob or Sugar to win:),1,1
crutches suck big time. i hate them lol. hope you get better soon! :P,1,1
  haha thanks. I hear that a bit.,0,0
depends on how much you hate fighting w/your light. I read in the car a lot while hub drives  so very worth it to me.,1,1
"@Lgrun @cheapcheapcheap You know things are bad when you don't even get a fail whale.  Just a ""page not found""!",0,0
My kid loves Phantom too. :) She's kind of a musical freak though.,0,0
Man  fuck Alton-Darby.,1,1
I had no clue...Damn  Homie!!!,1,1
